sep=;
Change-Id=I990fbff62c4c4b8d63aab25b0c33460323fae577; subject=kernel-boot: Remove unsupported stuff; feature=rebase; upstream_status=ignore; general=;
Change-Id=Id9fec171446f31d86433a164f44c46c79049bb6c; subject=Rename mlx4.conf to ofed_mlx4.conf; feature=rebase; upstream_status=ignore; general=;
